Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
HostBooks,https://www.crunchbase.com/organization/hostbooks-limited,"HostBooks, an automated all-in-one accounting & compliance software provides you with a comprehensive platform for GST, TDS, Accounting, Tax & Payroll. It aims at reducing the compliance time by at least 50% which consequently cuts down the cost by half. Being an NSDL approved service provider and an Amazon Web Services (AWS) consulting partner, the authenticity speaks itself.","Accounting, Cloud Storage, Consulting, Financial Services, FinTech, Human Resources, Information Technology, Small and Medium Businesses, Software",https://www.hostbooks.com/in,"Gurgaon, Haryana, India","HostBooks is an Accounting Solutions company that provides a comprehensive platform for TDS, GST, eWay Bill, Accounting, Tax, and Payroll.","23,955","169,945","74,311.33",218.17%,-23.2%,576,1.94,-9.8%,69.28%,-0.62%,"383,565","-420,788",-52.31%,Asia-Pacific (APAC),Active,2009-11-03,day,2,251-500,"Biswajit Mishra, Kapil Rana",,,,,
MSys Technologies,https://www.crunchbase.com/organization/msys-technologies,"MSys Technologies is a reliable partner for product engineering services and digital transformation projects for its ISV and Enterprise clientele. We design, develop, and manage modern distributed systems and complex ecosystem integrations.   Their solutions have helped clients achieve their business goals of increased productivity, scalability and cost reduction. MSys Technologies takes care of all that are needed for our clients to focus on what they do best–their business. Their clients include storage stalwarts like NetApp, Tintri, DDN, Nimble Storage, Lantronix, Eurotech, and Panasas, to name a few.","Big Data, Cloud Computing, Cloud Storage, Data Storage, Embedded Systems, Enterprise Software, Industrial Automation, Internet of Things, Quality Assurance, Software",https://www.msystechnologies.com/,"Chennai, Tamil Nadu, India",MSys Technologies is a reliable partner for product engineering & digital transformation projects for its ISV & Enterprise clientele.,"112,240","18,326","11,354.83",143.7%,-7.41%,837,1.37,-22.37%,69.52%,27.61%,"1,592,488","-933,410",-36.95%,Asia-Pacific (APAC),Active,2007-01-01,year,1,501-1000,Sanjay Sehgal,,,,,
ImageShare,https://www.crunchbase.com/organization/imageshare,,"Cloud Storage, Enterprise Software, File Sharing, Software",http://imageshare.co.in,"New Delhi, Delhi, India",ImageShare specializes in online sharing of medical images across networks with software that include enterprise cloud and other features.,"1,443,847","16,922","5,557.33",400.8%,"41,900%","2,265",1.14,13.95%,86.05%,-13.95%,"1,663,119","-2,336,939",-58.42%,Asia-Pacific (APAC),Active,2013-01-01,day,2,1-10,"Sanjeev Choudhary, Venkatesan Balasubramanian",,,,,
Nuvepro,https://www.crunchbase.com/organization/nuvepro,"Nuvepro provides Hands-on labs/Virtual IT labs for any form of software training and assessments. Our platform is used by organizations to provide these pre-configured sandboxes to their employees on technologies such as Cloud, Big Data, Kubernetes, Cyber security, and Web3. Software vendors use our platform to provide pre-configured sandboxes to their sales, and marketing teams to provide pre-configured sandboxes of their software tools to demonstrate and onboard customers, thereby enabling Product Led Growth.","Cloud Storage, CRM, Information Technology, Software",http://www.nuvepro.com,"Bangalore, Karnataka, India",We provide Hands On Labs for Training,"26,117","10,985","14,551.67",-38.91%,-66.26%,521,3.04,-49.56%,19.57%,-7.47%,"2,128,113","548,334",34.71%,Asia-Pacific (APAC),Active,2014-11-01,day,2,11-50,"Giridhar L V, Janakiraman Srinivasan",,,,,
Software & Mobile App Development Company Chennai | Lia Infraservices,https://www.crunchbase.com/organization/lia-infraservices,"Being in the IT industry for 10 years, we have expert knowledge of Amazon Web Services, Azure, and Vcloud. Infrastructure offshore support: Server Support, Remote Desktop support Expertise in Windows, AIX, SAN and Linux Servers","Cloud Data Services, Cloud Security, Cloud Storage, Information Technology, Mobile Apps, Service Industry, Software, Web Design, Web Development",http://liainfraservices.com/,"Chennai, Tamil Nadu, India",Lia Infraservices provides Effective Cloud Migration Services for companies to migrate to cloud quickly keeping all Information secured.,"477,027","8,625","6,565.67",-36.99%,-12.06%,766,2.3,-24.32%,66.57%,15.05%,"2,359,916","626,819",36.17%,Asia-Pacific (APAC),Active,2016-01-01,year,1,51-100,Partho Das,,,,,
Xongl,https://www.crunchbase.com/organization/xongl,"Xongl is the simplest cloud deployment platform. Whether you are a beginner or pro, Whether a start-up or an enterprise, whether your project runs on thousands of virtual machines or hundreds of dedicated servers, We are here for you. Our vision is Cloud for everyone by implementing Cloud with everything.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Storage, Private Cloud, Software, Web Hosting",https://www.xongl.com,"Chennai, Tamil Nadu, India",Cloud for everyone,"783,815","6,802",,,,261,4.43,,28.57%,,"2,691,357",,,Asia-Pacific (APAC),Active,2017-01-14,day,1,1-10,Samarjayee Paul,,,,,
InKnowTech,https://www.crunchbase.com/organization/inknowtech,"InKnowTech (IKT) is 17+ years old, established Managed Services Provider based in Bangalore with core competency in transforming IT Operations for businesses that want to go “Digital”. We helps transform legacy IT environments to agile, digital-ready architectures, and provides managed delivery of the new digital experience to customers and enterprises.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Storage, Data Center, Information Technology, IT Infrastructure, Network Hardware, Network Security",https://inknowtech.com/,"Bengaluru, Karnataka, India",Transforming IT Operations,"256,372","4,590",,"1,828.57%",,167,3.14,214.12%,64.31%,-35.69%,"3,566,448","-5,921,653",-62.41%,Asia-Pacific (APAC),Active,2002-01-01,year,2,501-1000,"Mahesh B, Sanjay V.P",,,,,
AssessMachine,https://www.crunchbase.com/organization/assessmachine,,"Cloud Storage, Recruiting, Software",http://assessmachine.com,"Hyderabad, Andhra Pradesh, India",AssessMachine offers an auto-proctored and advanced remote interviewing solution that enables companies only with promising candidates.,"1,097,832","4,101",,,,"1,820",6.63,,18.57%,,"3,716,173",,,Asia-Pacific (APAC),Active,2015-01-01,day,1,1-10,Amit Kripalani,,,,,
Wavelabs Technologies Private Limited,https://www.crunchbase.com/organization/wavelabs-technologies-private-limited,"We are a cloud-native, tech-first company that embraces disruptive technologies to offer real-time solutions and breakthrough paths for complex issues. We think digitally and differently to drive innovation and create the right noise for products we build. While bringing together only the best of technology expertise and experience, our working style is a concoction of design thinking, agile and lean startup methodology, DevOps etc.  ","Big Data, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Enterprise Software, Software, Software Engineering",https://www.wavelabs.ai/,"Hyderabad, Andhra Pradesh, India","We are a cloud-native, tech-first company that embraces disruptive technologies to offer real-time solutions for complex issues.","136,057","2,732","1,995",-27.78%,-83.02%,36,1.5,-7.1%,50%,-22.93%,"4,402,179","715,868",19.42%,Asia-Pacific (APAC),Active,2007-01-01,year,1,101-250,Vineel Nalla,,,,,
Newfang,https://www.crunchbase.com/organization/newfang,"Newfang is a new Decentralized Cloud Storage Platform for Web 3.0 Applications, powered by EOS Blockchain. Newfang helps apps offer their users privacy and ownership of their data, make use of edge computing to serve content faster, reduce costs up to 50%, and remain resilient to attacks/data breaches/censorship without a central point of failure, through a decentralized network of storage nodes. Completely transparent with cryptographic proofs that are publically verifiable.","Blockchain, Cloud Data Services, Cloud Security, Cloud Storage, Privacy",https://www.newfang.io,"Bengaluru, Karnataka, India","Newfang is a new Decentralized Cloud Storage Platform for Web 3.0 Applications (DApps) & Developers, powered by EOS Blockchain.","504,862","1,640",,,,0,1,,100%,,"5,658,054",,,Asia-Pacific (APAC),Active,2019-05-01,day,1,1-10,Mayur Relekar,,,,,
Microworld Infosol Pvt. Ltd.,https://www.crunchbase.com/organization/microworld-infosol-pvt-ltd,"IT infrastructure company in India Microworld Infosol was established in 2008 with a focus on providing state-of-the-art technology solutions in association with Global IT leaders. In over a decade of its operations, Microworld has been consistently providing world class IT solutions to a large number of channel partners and corporates in India and has grown to be a multimillion dollar company. Headquartered in Faridabad, Microworld Infosol is spread across NCR catering to pan India requirement.","Cloud Storage, Facility Management, IT Infrastructure, IT Management, Network Security, Software",https://www.microworldinfosol.com,"Faridabad, Haryana, India",IT infrastructure and IT solutions provider in India.,"331,082","1,511",959.17,73.08%,58.09%,"1,075",4.33,48.42%,55.59%,-21.15%,"6,156,405","-999,654",-13.97%,Asia-Pacific (APAC),Active,2008-07-02,day,1,11-50,Vikram Singh Dayma,,,,,
Systron Micronix,https://www.crunchbase.com/organization/systron-micronix-pvt-ltd,"Leaders in Dedicated Servers, VPS, Cloud VPS, Shared Hosting, Email solutions, SSL, Cloud Backup and Domains.","Cloud Data Services, Cloud Infrastructure, Cloud Storage, Web Hosting",https://systron.net,"Nagpur, Maharashtra, India",Web Hosting and Cloud Solutions,"1,049,492","1,447",,,,916,1.33,,66.59%,,"6,033,924",,,Asia-Pacific (APAC),Active,2007-06-29,day,1,1-10,Syed Khaja Sirajuddin,,,,,
Ninth Dimension,https://www.crunchbase.com/organization/ninth-dimension,,"Cloud Storage, Consulting, Enterprise",http://www.9thdimension.co.in/,"Bengaluru, Karnataka, India","Ninth Dimension offers storage, compute, virtualizations, datacenter solutions, WAN optimization and cloud services.","943,596","1,204",,350.94%,,0,1,0%,100%,0%,"6,783,978","-2,530,491",-27.17%,Asia-Pacific (APAC),Active,2010-01-01,year,1,11-50,Bhargav Balla,,,,,
Nodezap,https://www.crunchbase.com/organization/nodezap,"Integrate end-to-end operations and increase efficiency with internal tools, custom workflows, and automation on a secure, no-code platform. One can easily integrate with the existing tech stack, connect to most databases and REST APIs. Entire operation can be controlled and managed from one place.","Cloud Management, Cloud Storage, Internet, SaaS, Software",https://www.nodezap.com,"Bengaluru, Karnataka, India","Nodezap is a software platform for workflow automation, business process management, and internal tools.","288,494","1,162",,-45.32%,,0,1,-60.68%,100%,338.21%,"6,882,631","2,013,363",41.35%,Asia-Pacific (APAC),Active,2020-01-01,year,,1-10,,,,,,
Contactz Labs,https://www.crunchbase.com/organization/contactz-labs,"Contactz is an utility which allows you to store your contacts in cloud & organizes them in neat and elegant way, so that you can access them anywhere, anyplace, anytime on any device. Contactz app stirves to personalise your contacts in a systematic way. With Contactz you can:- 1.Backup your contacts All your contacts get stored in the cloud and our app automatically sync's every night so you don't have to. 2.Redicover your friend's With contactz your contacts are not just a Name and Number anymore,you get loads of info organized in a neat and beutiful way and ability to search them in a whle new way-All in one place. 3.Organize and Rediscover your contacts in a all new way With contactz your contacts will be organized in a neat and elegant way. It learns about you and start's making suggestions that appear natural to you.","Cloud Data Services, Cloud Storage, Contact Management",http://www.contactz.co/,"Mumbai, Maharashtra, India",#Share #Upload #Rediscover #Connect,"1,574,583","1,025",,,,3,4,,0%,,"6,886,488",,,Asia-Pacific (APAC),Active,2014-01-01,year,2,1-10,"Harsha Halvi, Shankar Gangadhar",,,,,
Intellika Technologies Private Ltd,https://www.crunchbase.com/organization/intellika-technologies-private-limited,"Intellika Technologies Pvt Ltd is a state-of-the-art Cloud solution provider headquartered at Mumbai-Maharashtra, India. It provides a sophisticated and comprehensive suite of Cloud Solutions such as SAAS, PAAS & IAAS. Intellika is a pioneer in Cloud services consulting with a core focus on Enterprise Cloud Applications, Enterprise Cloud Productivity solutions, Cloud based AI & BOTS and Infrastructure on Cloud. Intellika Technologies is also a Gold-certified Microsoft Dynamics Implementation Partner in Mumbai, covering the entire Indian and US market for more than a decade. Our rich experience brings a value-added proposition to help achieve great results not only to increase your sales and provide holistic customer engagement but also to optimize your resource strengths in Tech and Sales teams. At the recent Microsoft Partner Conference in the USA, we have been awarded as the Best Microsoft Dynamics Service Partner of the year finalist 2016-17 in India. At Intellika, we believe in consummate quality work which makes them a vital differentiator in the market and excellent services. The primary objective is to develop high-end consulting services most advantageously in a given time-frame and limited budget. Our dedicated consultants & developers put a high degree of integrity and commitment to work. This makes our deliverable s very handy and user-friendly to our clients with proven domain expertise and distinguishing proficiency in:  • Microsoft Dynamics 365 Services - Consulting & Development |     Migration & Implementation • Azure Cloud Services • Cloud Productivity Suite such as Office 365 • PowerApps Consulting Services Intellika Technologies, is the preferred Microsoft Dynamics CRM partner in India, is led by the senior management, in which each one has more than 15 years of experience in delivering business-critical applications like CRM for organizations of all sizes.","Cloud Computing, Cloud Infrastructure, Cloud Storage, CRM, Information Technology, SaaS, Software",https://www.intellika.in/,"Mumbai, Maharashtra, India",Intellika Technologies is Microsoft Dynamics 365 Gold Partner in Mumbai.,"305,520",724,,45.97%,-87.29%,15,1.21,-65.39%,89.43%,78.86%,"7,552,070","-706,214",-8.55%,Asia-Pacific (APAC),Active,2012-01-01,year,1,11-50,Rohinton Master,,,,,
trezi,https://www.crunchbase.com/organization/trezi,"Trezi is India’s first a fully immersive virtual reality platform for the building industry that dramatically transforms design collaboration and communication  experience, communication and collaboration by bringing together all project stakeholders to review, modify and experience in the design within an immersive environment - in real-time and at full scale and color - regardless of the users’ physical location. process to collaborate in real-time and at full scale.  Trezi advances the understanding of spatial design for all users project stakeholders, and improves product search, discovery and selection. This results in reduced errors and costs, faster and better decision-making, and ultimately greater business impact and profitability.","Architecture, Cloud Storage, Construction, Real Estate, Software, Virtual Reality, Virtual World",https://trezi.com,"Noida, Uttar Pradesh, India",Virtual Reality product for architects & designers.,"79,407",607,,286.62%,,0,1,0%,100%,0%,"7,933,444","-1,878,512",-19.15%,Asia-Pacific (APAC),Active,2015-01-30,day,2,11-50,"Gautam Tewari, Tithi Tewari",,,,,
ComputeHost,https://www.crunchbase.com/organization/computehost,"ComputeHost is a leading provider of cloud hosting and web hosting services in India. With a rich experience of more than a decade, we have delivered advanced cloud hosting solutions to leading clients globally across various sectors.  We possess deep domain expertise, an integrated cloud infrastructure, tier III data centers, fully managed services and dedicated technical support to assist our valued clients round the clock. Our hosting solutions are coupled with superior technology and prompt support in order to make your web hosting experiences efficient. Our team of highly skilled technology professionals deliver the best in class hosting services in the market. ComputeHost is a Cyfuture Company","Cloud Computing, Cloud Data Services, Cloud Management, Cloud Security, Cloud Storage, Data Center, Web Hosting",http://www.computehost.com/,"Noida, Uttar Pradesh, India",ComputeHost is a leading provider of cloud hosting and web hosting services in India.,"1,401,918",536,,,,0,1,,100%,,"8,099,352",,,Asia-Pacific (APAC),Active,2000-12-18,day,,501-1000,,,,,,
DeepMatrix,https://www.crunchbase.com/organization/deepmatrix,We are a cloud-native Earth Observation analytics company,"Cloud Computing, Cloud Storage, Geospatial",https://deepmatrix.io,"Bengaluru, Karnataka, India",We are a cloud-native Earth Observation analytics company,"43,355",486,,1.25%,,0,1,0%,100%,0%,"8,283,195","-51,264",-0.62%,Asia-Pacific (APAC),Active,2022-01-10,day,2,1-10,"Kaustubh Tripathi, Naresh Soni",,,,,
Arcana Network,https://www.crunchbase.com/organization/arcana-network,"Arcana is the Decentralized Storage Layer for Ethereum and EVM chains, with a Privacy Stack for Authentication, Identity and Access Control, Key Management, and End-to-End to encryption. With Arcana's Privacy stack, developers can build secure and privacy-preserving apps.","Blockchain, Cloud Storage, Cyber Security, Developer Platform, Developer Tools, Privacy",https://arcana.network,"Bengaluru, Karnataka, India","Arcana is a Decentralised Storage Layer for Ethereum and EVM blockchains with a Privacy Stack for Auth, IAM, and KMS.","21,678",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-05-01,day,3,11-50,"Abhishek Chaudhary, Aravindh Kumar, Mayur Relekar",,,,,
Lightwing,https://www.crunchbase.com/organization/lightwing,Eliminate Cloud Waste with Automated Scheduling and Rightsizing. Automatically pause your unused cloud instances and save up to 70% on your monthly cloud bills. Scan your cloud account for rightsizing recommendations.,"Cloud Computing, Cloud Management, Cloud Storage, Information Technology, Internet, Software",http://www.lightwing.io/,"Bangalore, Karnataka, India",Cloud Cost Optimization with Automated Scheduling and Righsizing of Public Cloud Resources.,"86,703",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2019-03-01,day,2,1-10,"Navaneeth KN, Ravitej Yadalam",,,,,
Hosting Kida,https://www.crunchbase.com/organization/hosting-kida,"Hosting Kida is an AI cloud hosting company, on a mission to democratize AI for everyone. Customers use this AI Hybrid Cloud platform to rapidly solve complex hosting problems and accelerate the discovery of new ideas. Hosting kida is the trusted AI partner to more than 200 global organization","Artificial Intelligence, Cloud Storage, Software, Web Hosting",https://hostingkida.com,"Kolkata, West Bengal, India","Hosting Kida is an AI cloud hosting company, on a mission to democratize AI for everyone.","118,098",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2021-04-12,day,1,1-10,Arunava Mukherjee,,,,,
Moshak Tech,https://www.crunchbase.com/organization/moshak-tech,"A SaaS product to help MSEs and Enterprises with Cloud Integration and Optimisation by increasing efficiency and decreasing integration, operation and training costs using our simple single glass pane interface and multi-service integration. Simplifying, Synchronising and Automating Data Management over Cloud and Local Storage, Indexing, Systematic Backups and End Point Centralisation using Multi-Cloud Strategies and integrated IaaS Solutions for Data Centers.","Cloud Computing, Cloud Data Services, Cloud Management, Cloud Storage, Data Storage, SaaS",https://www.moshaktech.com/,"Mumbai, Maharashtra, India",Uplifting your Cloud,"345,374",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2020-05-31,day,1,1-10,Rishabh Pote,,,,,
Half Square Group of Companies,https://www.crunchbase.com/organization/half-square-group-of-companies,"Half Square Group of Companies is an international conglomerate that owns and operates independent companies, with a main focus on Technologies, Fintech, Financial Technologies, and Artificial intelligence industries. The group operates 15 companies in more than hundred countries across six continents. Half Square Group of Companies is headquartered in Chennai, Tamil Nadu and was founded in 2022.","Aerospace, Cloud Data Services, Cloud Storage, Data Storage, Satellite Communication, Space Travel",,"Chennai, Tamil Nadu, India","Half Square Group of Companies is an international conglomerate that owns and operates companies in Fintech, Financial, and Tech industries.","410,056",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2022-07-17,day,,1-10,,,,,,
Acceleron Labs,https://www.crunchbase.com/organization/acceleron-labs,"Acceleron Labs is an upcoming start-up for developing ""Accelerated Green Cloud Computing and Storage"" system products (MDC1000 series of products).","Big Data, Blockchain, Cloud Storage, Data Center, Hardware, Network Hardware, Software",http://www.acceleronlabs.com/,"Bangalore, Karnataka, India","Upcoming start-up for developing ""Accelerated Green Cloud Computing and Storage"" system products (MDC1000 series of products).","416,641",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2014-01-01,year,1,1-10,Prasad L.K.,,,,,
Transmetrics,https://www.crunchbase.com/organization/transport-erp,"Transmetrics is a logistics company that offers a cloud-based platform that utilizes dashboard, geo-location, and fleet management. Its platform specializes in providing solutions for freight forwarder, transporter, and logistics.","Cloud Management, Cloud Storage, Information Technology, Logistics, Software",https://transmetrics.co.in,"Nagpur, Maharashtra, India",Transmetrics is a logistics company that offers an enterprise cloud based software solution.,"718,578",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,,,,,,,,
VLN TechSolutions,https://www.crunchbase.com/organization/vln-techsolutions,"WHAT WE DO   We help protect and backup enterprise data. VLN TechSolutions, as the name stands, provides tech solutions for your cyber needs. Providing complete protection for every byte of your data and ensuring that with our suite of programs your organization is always ""in business"".     We ensure the availability and protection of your data and aid in the continuous functioning of businesses around the clock no matter where your data is stored – physical systems, SaaS services, public cloud, private cloud, hybrid cloud, or multi-cloud. The Techronis program suite is an all-inclusive solution to help you transform your data management with an intelligent user-friendly console. Cloud, virtual or physical - one single platform that can fulfill all your requirements.","Business Intelligence, Cloud Computing, Cloud Data Services, Cloud Security, Cloud Storage, Information Technology, Software",http://vlntechsolutions.com/,"Bangalore, Karnataka, India",Cloud Data Protection and Backup Services,"905,179",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2020-10-01,day,,,,,,,,
Eindhan,https://www.crunchbase.com/organization/eindhan,"Cloud, PLM, Next Gen PDM, Sustainable Manufacturing, Time to Market, Savings, Carbon Foot print ! Does it ring a bell? If yes, Please read on. Caditor.com fundamentally changing Engineering and Material - Data Management, Analysis and Visualisation. Businesses big and small, across industries like Engineering, Construction, Retail and General Merchandise, benefit from their Cloud Aided Product Life Cycle platform.","Cloud Computing, Cloud Storage, Information Technology, Innovation Management, SaaS, Software",http://eindhan2.com.s3-website.eu-west-2.amazonaws.com/,"Hyderabad, Andhra Pradesh, India","Eindhan is an integrated solution which is built on the cloud, to completely accomplish the importance of the cloud.","1,096,384",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2015-01-05,day,1,1-10,Surendra Rudramina,,,,,
BKP365,https://www.crunchbase.com/organization/bkp365,"Looking for Cloud Backup - search no more. India's leading Cloud Storage provider BKP365, gives you control over what you need to store and where. Backup internal or external drives, servers, SQL, VM, NAS, Hypervisor,  and more. Choose the right partner to your success","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Data Storage, Information Technology, Internet, Software",https://www.bkp365.com/,"New Delhi, Delhi, India","BaaS : Cloud Backup Service Provider for Cloud Storage, Backup Restore and Disaster Recovery Services","1,123,696",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2006-09-28,day,,51-100,,,,,,
ANALOG INNOVATION PRIVATE LIMITED,https://www.crunchbase.com/organization/analog-innovation,,"Cloud Computing, Cloud Data Services, Cloud Management, Cloud Security, Cloud Storage, Information Technology",https://koinfit.com,"Rajkot, Gujarat, India",THE DIGITAL PEOPLE,"1,239,787",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2018-08-02,day,1,11-50,MAULIK MANDALI,,,,,
Geoxis Drive,https://www.crunchbase.com/organization/geoxis-drive,"Geoxis Drive is an information technology company that sends large files fast, easy, and secure. Geoxis Drive was founded in 2022 and was headquartered in Uttar Pradesh, India.","Cloud Storage, Software",https://drive.geoxis.co/,"Varanasi, Uttar Pradesh, India","Geoxis Drive is an information technology company that sends large files fast, easy, and secure.","1,469,742",,,,,,,,,,,,,Asia-Pacific (APAC),Active,2022-04-30,day,,1-10,,,,,,
IDInfo Business Services,https://www.crunchbase.com/organization/idinfo-business-services,,"Cloud Storage, Payments, Service Industry",http://www.idinfo.in,"Mumbai, Maharashtra, India","IDInfo Business Services provides payment services, cloud storage, digital KYC and E-KYC solutions for banks, organisations and others.","2,032,859",,,,,,,,,,,,,Asia-Pacific (APAC),Active,1940-05-25,day,,,,,,,,
Febler,https://www.crunchbase.com/organization/febler,"Febler is a platform for creating and managing an internet radio station in the cloud. Febler is the first ever interactive internet radio platform that enables real- time interaction with the audience just like FM Radio. Just put on those headphones and start speaking live! Manage the audio content in the cloud and schedule it accordingly. And what's more? Reach wider target audience through our unique 'content discovery feature', monetize the content and earn through audio ads.","Cloud Storage, Internet, Music, Music Streaming",http://www.febler.com,"Bangalore, Karnataka, India",Febler is a platform for creating and managing an internet radio station in the cloud.,"2,042,738",,,,,,,,,,,,,Asia-Pacific (APAC),Active,,,4,1-10,"Chaitanya Naik, Pavan GS, Shyam Sekar S, Vikram Narayan",,,,,
